ResponseId,Age,Country_Normalized,ConvertedCompYearly,DatabaseWantToWorkWith
12139,25-34 years old,USA,78000.0,Redis
12139,25-34 years old,USA,78000.0,Snowflake
12139,25-34 years old,USA,78000.0,TiDB
12140,55-64 years old,Germany,118147.0,Firebase Realtime Database
12140,55-64 years old,Germany,118147.0,MongoDB
12140,55-64 years old,Germany,118147.0,MySQL
12140,55-64 years old,Germany,118147.0,SQLite
12142,25-34 years old,USA,125000.0,Cockroachdb
12142,25-34 years old,USA,125000.0,PostgreSQL
12143,18-24 years old,Poland,52175.0,PostgreSQL
12146,25-34 years old,India,8374.0,PostgreSQL
12147,18-24 years old,India,15553.0,InfluxDB
12147,18-24 years old,India,15553.0,PostgreSQL
12147,18-24 years old,India,15553.0,Supabase
12148,25-34 years old,USA,127050.0,PostgreSQL
12148,25-34 years old,USA,127050.0,Redis
12151,25-34 years old,Austria,82703.0,MariaDB
12154,25-34 years old,Switzerland,55708.0,MariaDB
12154,25-34 years old,Switzerland,55708.0,MySQL
12154,25-34 years old,Switzerland,55708.0,SQLite
12156,25-34 years old,Germany,73036.0,No database reported
12157,18-24 years old,Ukraine,592.0,Clickhouse
12157,18-24 years old,Ukraine,592.0,Elasticsearch
12157,18-24 years old,Ukraine,592.0,PostgreSQL
12159,35-44 years old,USA,145000.0,Dynamodb
12159,35-44 years old,USA,145000.0,Elasticsearch
12159,35-44 years old,USA,145000.0,Redis
12159,35-44 years old,USA,145000.0,SQLite
12161,18-24 years old,India,16749.0,Cockroachdb
12161,18-24 years old,India,16749.0,PostgreSQL
12162,35-44 years old,Spain,80555.0,PostgreSQL
12165,35-44 years old,India,39479.0,No database reported
12167,35-44 years old,Ireland,96666.0,Dynamodb
12167,35-44 years old,Ireland,96666.0,Firebird
12167,35-44 years old,Ireland,96666.0,MySQL
12167,35-44 years old,Ireland,96666.0,PostgreSQL
12167,35-44 years old,Ireland,96666.0,Solr
12172,25-34 years old,India,5025.0,Cloud Firestore
12172,25-34 years old,India,5025.0,Dynamodb
12172,25-34 years old,India,5025.0,Elasticsearch
12172,25-34 years old,India,5025.0,Firebase Realtime Database
12172,25-34 years old,India,5025.0,MongoDB
12172,25-34 years old,India,5025.0,PostgreSQL
12172,25-34 years old,India,5025.0,Supabase
12173,18-24 years old,Belgium,54648.0,No database reported
12177,25-34 years old,South Korea,72532.0,No database reported
12180,25-34 years old,India,31105.0,No database reported
12181,25-34 years old,India,3589.0,Firebase Realtime Database
12181,25-34 years old,India,3589.0,MongoDB
12181,25-34 years old,India,3589.0,MySQL
12181,25-34 years old,India,3589.0,Oracle
12181,25-34 years old,India,3589.0,SQLite
12184,45-54 years old,Australia,115615.0,Cassandra
12184,45-54 years old,Australia,115615.0,MariaDB
12184,45-54 years old,Australia,115615.0,MySQL
12184,45-54 years old,Australia,115615.0,PostgreSQL
12184,45-54 years old,Australia,115615.0,Redis
12185,18-24 years old,China,966.0,No database reported
12187,35-44 years old,Germany,64444.0,MySQL
12190,35-44 years old,Austria,56710.0,Elasticsearch
12190,35-44 years old,Austria,56710.0,MariaDB
12190,35-44 years old,Austria,56710.0,MySQL
12191,45-54 years old,Taiwan,33973.0,MySQL
12193,18-24 years old,Pakistan,10336.0,No database reported
12194,18-24 years old,Hong Kong (S.A.R.),37521.0,MongoDB
12194,18-24 years old,Hong Kong (S.A.R.),37521.0,MySQL
12194,18-24 years old,Hong Kong (S.A.R.),37521.0,PostgreSQL
12194,18-24 years old,Hong Kong (S.A.R.),37521.0,Redis
12198,25-34 years old,Indonesia,368.0,No database reported
12200,25-34 years old,Netherlands,77332.0,Elasticsearch
12200,25-34 years old,Netherlands,77332.0,PostgreSQL
12200,25-34 years old,Netherlands,77332.0,Redis
12201,25-34 years old,Netherlands,75184.0,Elasticsearch
12201,25-34 years old,Netherlands,75184.0,MariaDB
12201,25-34 years old,Netherlands,75184.0,MySQL
12202,35-44 years old,Lithuania,120000.0,MongoDB
12202,35-44 years old,Lithuania,120000.0,PostgreSQL
12202,35-44 years old,Lithuania,120000.0,Redis
12204,25-34 years old,India,5400.0,MySQL
12204,25-34 years old,India,5400.0,PostgreSQL
12206,25-34 years old,Germany,63047.0,Microsoft SQL Server
12210,35-44 years old,Finland,69814.0,Cosmos DB
12210,35-44 years old,Finland,69814.0,Dynamodb
12210,35-44 years old,Finland,69814.0,Elasticsearch
12210,35-44 years old,Finland,69814.0,PostgreSQL
12210,35-44 years old,Finland,69814.0,Redis
12218,35-44 years old,Austria,64444.0,MySQL
12218,35-44 years old,Austria,64444.0,PostgreSQL
12219,25-34 years old,India,27516.0,No database reported
12220,45-54 years old,Spain,36518.0,Databricks SQL
12220,45-54 years old,Spain,36518.0,MariaDB
12220,45-54 years old,Spain,36518.0,Microsoft SQL Server
12220,45-54 years old,Spain,36518.0,MongoDB
12220,45-54 years old,Spain,36518.0,MySQL
12220,45-54 years old,Spain,36518.0,Oracle
12220,45-54 years old,Spain,36518.0,PostgreSQL
12220,45-54 years old,Spain,36518.0,Snowflake
12223,45-54 years old,Italy,37592.0,No database reported
12225,25-34 years old,Germany,193331.0,No database reported
12229,35-44 years old,Japan,114559.0,No database reported
12235,35-44 years old,Poland,54660.0,No database reported
12237,18-24 years old,Germany,64444.0,MongoDB
12241,25-34 years old,Germany,64444.0,Dynamodb
12241,25-34 years old,Germany,64444.0,MySQL
12241,25-34 years old,Germany,64444.0,PostgreSQL
12241,25-34 years old,Germany,64444.0,Redis
12243,25-34 years old,Hong Kong (S.A.R.),100000.0,Cockroachdb
12243,25-34 years old,Hong Kong (S.A.R.),100000.0,Firebase Realtime Database
12243,25-34 years old,Hong Kong (S.A.R.),100000.0,Microsoft SQL Server
12243,25-34 years old,Hong Kong (S.A.R.),100000.0,MongoDB
12243,25-34 years old,Hong Kong (S.A.R.),100000.0,MySQL
12243,25-34 years old,Hong Kong (S.A.R.),100000.0,Oracle
12243,25-34 years old,Hong Kong (S.A.R.),100000.0,PostgreSQL
12243,25-34 years old,Hong Kong (S.A.R.),100000.0,SQLite
12246,25-34 years old,India,4666.0,IBM DB2
12246,25-34 years old,India,4666.0,Microsoft SQL Server
12246,25-34 years old,India,4666.0,Oracle
12247,35-44 years old,Ireland,51555.0,MongoDB
12247,35-44 years old,Ireland,51555.0,PostgreSQL
12247,35-44 years old,Ireland,51555.0,Redis
12247,35-44 years old,Ireland,51555.0,Supabase
12249,25-34 years old,China,16557.0,Clickhouse
12249,25-34 years old,China,16557.0,MongoDB
12249,25-34 years old,China,16557.0,MySQL
12251,18-24 years old,Russia,28011.0,Clickhouse
12251,18-24 years old,Russia,28011.0,SQLite
12252,25-34 years old,Iran,800.0,Cassandra
12252,25-34 years old,Iran,800.0,PostgreSQL
12252,25-34 years old,Iran,800.0,Redis
12254,35-44 years old,Poland,61866.0,Microsoft SQL Server
12254,35-44 years old,Poland,61866.0,SQLite
12259,25-34 years old,India,3589.0,Firebase Realtime Database
12259,25-34 years old,India,3589.0,MySQL
12260,35-44 years old,Germany,81629.0,PostgreSQL
12261,55-64 years old,USA,92000.0,IBM DB2
12261,55-64 years old,USA,92000.0,Oracle
12262,18-24 years old,Spain,23629.0,No database reported
12264,35-44 years old,Italy,48333.0,BigQuery
12267,25-34 years old,China,38633.0,MySQL
12269,18-24 years old,Kenya,1550.0,No database reported
12270,25-34 years old,USA,170000.0,Cosmos DB
12270,25-34 years old,USA,170000.0,PostgreSQL
12271,35-44 years old,Germany,107406.0,No database reported
12274,18-24 years old,Viet Nam,1179.0,Cassandra
12274,18-24 years old,Viet Nam,1179.0,MongoDB
12274,18-24 years old,Viet Nam,1179.0,PostgreSQL
12274,18-24 years old,Viet Nam,1179.0,Redis
12276,25-34 years old,Germany,30074.0,MySQL
12277,25-34 years old,France,48333.0,BigQuery
12277,25-34 years old,France,48333.0,DuckDB
12277,25-34 years old,France,48333.0,Dynamodb
12277,25-34 years old,France,48333.0,Elasticsearch
12277,25-34 years old,France,48333.0,H2
12277,25-34 years old,France,48333.0,MariaDB
12277,25-34 years old,France,48333.0,MySQL
12277,25-34 years old,France,48333.0,PostgreSQL
12277,25-34 years old,France,48333.0,Redis
12277,25-34 years old,France,48333.0,Snowflake
12278,25-34 years old,France,37700.0,MariaDB
12278,25-34 years old,France,37700.0,PostgreSQL
12280,25-34 years old,India,25123.0,Microsoft SQL Server
12280,25-34 years old,India,25123.0,PostgreSQL
12280,25-34 years old,India,25123.0,Redis
12280,25-34 years old,India,25123.0,Supabase
12281,18-24 years old,Afghanistan,14.0,No database reported
12283,55-64 years old,Uk,171974.0,Firebird
12285,45-54 years old,Ukraine,889.0,No database reported
12286,35-44 years old,Ukraine,49368.0,No database reported
12289,25-34 years old,Switzerland,103243.0,No database reported
12290,25-34 years old,China,27595.0,No database reported
12292,35-44 years old,Germany,69814.0,No database reported
12293,18-24 years old,France,7140.0,MongoDB
12293,18-24 years old,France,7140.0,PostgreSQL
12293,18-24 years old,France,7140.0,SQLite
12295,25-34 years old,Bulgaria,111691.0,PostgreSQL
12295,25-34 years old,Bulgaria,111691.0,Redis
12297,25-34 years old,Ukraine,118.0,BigQuery
12297,25-34 years old,Ukraine,118.0,Couch DB
12297,25-34 years old,Ukraine,118.0,Dynamodb
12297,25-34 years old,Ukraine,118.0,PostgreSQL
12297,25-34 years old,Ukraine,118.0,Redis
12301,35-44 years old,Germany,75184.0,Firebase Realtime Database
12301,35-44 years old,Germany,75184.0,PostgreSQL
12302,35-44 years old,Argentina,76.0,Cosmos DB
12309,35-44 years old,Serbia,80000.0,Cassandra
12309,35-44 years old,Serbia,80000.0,Dynamodb
12309,35-44 years old,Serbia,80000.0,Firebase Realtime Database
12309,35-44 years old,Serbia,80000.0,PostgreSQL
12309,35-44 years old,Serbia,80000.0,Redis
12309,35-44 years old,Serbia,80000.0,Snowflake
12309,35-44 years old,Serbia,80000.0,SQLite
12309,35-44 years old,Serbia,80000.0,Supabase
12310,25-34 years old,USA,60000.0,Cassandra
12310,25-34 years old,USA,60000.0,Cockroachdb
12310,25-34 years old,USA,60000.0,Couch DB
12310,25-34 years old,USA,60000.0,Couchbase
12310,25-34 years old,USA,60000.0,Datomic
12310,25-34 years old,USA,60000.0,DuckDB
12310,25-34 years old,USA,60000.0,Dynamodb
12310,25-34 years old,USA,60000.0,EventStoreDB
12310,25-34 years old,USA,60000.0,H2
12310,25-34 years old,USA,60000.0,Neo4J
12310,25-34 years old,USA,60000.0,PostgreSQL
12310,25-34 years old,USA,60000.0,RavenDB
12310,25-34 years old,USA,60000.0,Redis
12310,25-34 years old,USA,60000.0,Snowflake
12310,25-34 years old,USA,60000.0,Solr
12310,25-34 years old,USA,60000.0,SQLite
12310,25-34 years old,USA,60000.0,Supabase
12310,25-34 years old,USA,60000.0,TiDB
12313,25-34 years old,Germany,91295.0,Dynamodb
12313,25-34 years old,Germany,91295.0,Firebase Realtime Database
12313,25-34 years old,Germany,91295.0,MariaDB
12313,25-34 years old,Germany,91295.0,PostgreSQL
12313,25-34 years old,Germany,91295.0,Redis
12313,25-34 years old,Germany,91295.0,Supabase
12316,18-24 years old,Czech Republic,32576.0,MariaDB
12316,18-24 years old,Czech Republic,32576.0,PostgreSQL
12316,18-24 years old,Czech Republic,32576.0,SQLite
12317,35-44 years old,Greece,75184.0,Microsoft SQL Server
12317,35-44 years old,Greece,75184.0,PostgreSQL
12317,35-44 years old,Greece,75184.0,Redis
12318,25-34 years old,South Africa,61557.0,Cosmos DB
12318,25-34 years old,South Africa,61557.0,Elasticsearch
12318,25-34 years old,South Africa,61557.0,Microsoft SQL Server
12318,25-34 years old,South Africa,61557.0,MongoDB
12318,25-34 years old,South Africa,61557.0,MySQL
12318,25-34 years old,South Africa,61557.0,Redis
12322,35-44 years old,Germany,88610.0,BigQuery
12322,35-44 years old,Germany,88610.0,Elasticsearch
12322,35-44 years old,Germany,88610.0,MongoDB
12322,35-44 years old,Germany,88610.0,Redis
12323,25-34 years old,Lithuania,71962.0,BigQuery
12323,25-34 years old,Lithuania,71962.0,MySQL
12325,25-34 years old,Lithuania,32222.0,PostgreSQL
12326,25-34 years old,Italy,42962.0,InfluxDB
12326,25-34 years old,Italy,42962.0,PostgreSQL
12326,25-34 years old,Italy,42962.0,Redis
12328,25-34 years old,Spain,26852.0,MongoDB
12331,25-34 years old,Nepal,22409.0,MongoDB
12331,25-34 years old,Nepal,22409.0,MySQL
12333,25-34 years old,Japan,29913.0,MySQL
12333,25-34 years old,Japan,29913.0,PostgreSQL
12333,25-34 years old,Japan,29913.0,SQLite
12335,25-34 years old,Ukraine,938.0,Firebase Realtime Database
12335,25-34 years old,Ukraine,938.0,SQLite
12338,45-54 years old,Ukraine,49368.0,No database reported
12339,35-44 years old,Cyprus,139628.0,No database reported
12344,25-34 years old,Norway,59337.0,No database reported
12347,35-44 years old,Spain,75184.0,Elasticsearch
12347,35-44 years old,Spain,75184.0,Firebase Realtime Database
12347,35-44 years old,Spain,75184.0,MongoDB
12347,35-44 years old,Spain,75184.0,PostgreSQL
12347,35-44 years old,Spain,75184.0,Redis
12347,35-44 years old,Spain,75184.0,SQLite
12349,35-44 years old,Uk,64968.0,No database reported
12352,25-34 years old,Germany,99888.0,PostgreSQL
12353,25-34 years old,France,80555.0,No database reported
12354,18-24 years old,Madagascar,5906.0,MongoDB
12354,18-24 years old,Madagascar,5906.0,MySQL
12354,18-24 years old,Madagascar,5906.0,PostgreSQL
12354,18-24 years old,Madagascar,5906.0,SQLite
12357,35-44 years old,Norway,93591.0,Snowflake
12361,25-34 years old,Bulgaria,35151.0,MongoDB
12361,25-34 years old,Bulgaria,35151.0,MySQL
12361,25-34 years old,Bulgaria,35151.0,PostgreSQL
12364,25-34 years old,Viet Nam,12000.0,Elasticsearch
12364,25-34 years old,Viet Nam,12000.0,Oracle
12364,25-34 years old,Viet Nam,12000.0,PostgreSQL
12364,25-34 years old,Viet Nam,12000.0,Redis
12365,25-34 years old,South Korea,50773.0,Firebase Realtime Database
12365,25-34 years old,South Korea,50773.0,MySQL
12367,35-44 years old,Australia,158558.0,Firebird
12367,35-44 years old,Australia,158558.0,PostgreSQL
12368,35-44 years old,Uk,39490.0,PostgreSQL
12368,35-44 years old,Uk,39490.0,Redis
12368,35-44 years old,Uk,39490.0,Snowflake
12372,45-54 years old,Germany,69814.0,No database reported
12374,25-34 years old,Uk,133757.0,BigQuery
12374,25-34 years old,Uk,133757.0,Clickhouse
12374,25-34 years old,Uk,133757.0,MongoDB
12374,25-34 years old,Uk,133757.0,Neo4J
12374,25-34 years old,Uk,133757.0,PostgreSQL
12374,25-34 years old,Uk,133757.0,Snowflake
12376,25-34 years old,Hungary,19023.0,Elasticsearch
12376,25-34 years old,Hungary,19023.0,MariaDB
12376,25-34 years old,Hungary,19023.0,MongoDB
12376,25-34 years old,Hungary,19023.0,PostgreSQL
12377,25-34 years old,Italy,64444.0,Databricks SQL
12377,25-34 years old,Italy,64444.0,PostgreSQL
12378,35-44 years old,India,20876.0,Dynamodb
12378,35-44 years old,India,20876.0,Elasticsearch
12378,35-44 years old,India,20876.0,MariaDB
12378,35-44 years old,India,20876.0,MySQL
12378,35-44 years old,India,20876.0,PostgreSQL
12378,35-44 years old,India,20876.0,Redis
12380,35-44 years old,Spain,59073.0,MongoDB
12381,25-34 years old,Italy,30074.0,Oracle
12382,35-44 years old,Poland,89087.0,MariaDB
12382,35-44 years old,Poland,89087.0,PostgreSQL
12387,25-34 years old,India,20039.0,Dynamodb
12387,25-34 years old,India,20039.0,Elasticsearch
12387,25-34 years old,India,20039.0,SQLite
12388,35-44 years old,Hungary,141776.0,Datomic
12388,35-44 years old,Hungary,141776.0,PostgreSQL
12391,25-34 years old,Italy,42962.0,Redis
12392,35-44 years old,Belgium,69814.0,H2
12393,35-44 years old,Uk,82802.0,Clickhouse
12393,35-44 years old,Uk,82802.0,MongoDB
12393,35-44 years old,Uk,82802.0,PostgreSQL
12394,45-54 years old,Uk,53503.0,Microsoft SQL Server
12394,45-54 years old,Uk,53503.0,PostgreSQL
12394,45-54 years old,Uk,53503.0,SQLite
12402,Under 18 years old,Netherlands,4189.0,Cassandra
12402,Under 18 years old,Netherlands,4189.0,MariaDB
12402,Under 18 years old,Netherlands,4189.0,MySQL
12402,Under 18 years old,Netherlands,4189.0,PostgreSQL
12402,Under 18 years old,Netherlands,4189.0,Redis
12404,35-44 years old,Poland,4751.0,Microsoft SQL Server
12404,35-44 years old,Poland,4751.0,PostgreSQL
12405,45-54 years old,Uk,127388.0,Cosmos DB
12405,45-54 years old,Uk,127388.0,Microsoft SQL Server
12405,45-54 years old,Uk,127388.0,SQLite
12406,25-34 years old,France,36303.0,No database reported
12407,25-34 years old,France,35444.0,MySQL
12407,25-34 years old,France,35444.0,PostgreSQL
12408,45-54 years old,Austria,96666.0,Elasticsearch
12408,45-54 years old,Austria,96666.0,MariaDB
12408,45-54 years old,Austria,96666.0,MongoDB
12408,45-54 years old,Austria,96666.0,PostgreSQL
12408,45-54 years old,Austria,96666.0,SQLite
12409,18-24 years old,Italy,31148.0,Elasticsearch
12409,18-24 years old,Italy,31148.0,MongoDB
12410,35-44 years old,Denmark,127528.0,Cosmos DB
12410,35-44 years old,Denmark,127528.0,InfluxDB
12410,35-44 years old,Denmark,127528.0,Microsoft SQL Server
12410,35-44 years old,Denmark,127528.0,MongoDB
12410,35-44 years old,Denmark,127528.0,MySQL
12410,35-44 years old,Denmark,127528.0,Snowflake
12410,35-44 years old,Denmark,127528.0,SQLite
12411,35-44 years old,Finland,78407.0,Microsoft SQL Server
12411,35-44 years old,Finland,78407.0,SQLite
12413,35-44 years old,Italy,51555.0,Dynamodb
12413,35-44 years old,Italy,51555.0,Microsoft SQL Server
12413,35-44 years old,Italy,51555.0,Snowflake
12413,35-44 years old,Italy,51555.0,SQLite
12414,35-44 years old,Isle of Man,98089.0,Cosmos DB
12415,35-44 years old,France,96666.0,DuckDB
12415,35-44 years old,France,96666.0,Elasticsearch
12415,35-44 years old,France,96666.0,Redis
12417,25-34 years old,Italy,29000.0,MySQL
12422,25-34 years old,China,14570.0,SQLite
12423,25-34 years old,Estonia,37592.0,Databricks SQL
12423,25-34 years old,Estonia,37592.0,Microsoft SQL Server
12423,25-34 years old,Estonia,37592.0,MySQL
12423,25-34 years old,Estonia,37592.0,Redis
12424,25-34 years old,Croatia,45111.0,PostgreSQL
12425,35-44 years old,Uk,140127.0,PostgreSQL
12425,35-44 years old,Uk,140127.0,Redis
12427,18-24 years old,Italy,26852.0,MongoDB
12428,25-34 years old,Uk,63694.0,Elasticsearch
12428,25-34 years old,Uk,63694.0,MongoDB
12428,25-34 years old,Uk,63694.0,MySQL
12428,25-34 years old,Uk,63694.0,Redis
12430,35-44 years old,Croatia,53703.0,Cosmos DB
12430,35-44 years old,Croatia,53703.0,Elasticsearch
12430,35-44 years old,Croatia,53703.0,Microsoft SQL Server
12430,35-44 years old,Croatia,53703.0,MongoDB
12432,25-34 years old,Sweden,42007.0,No database reported
12433,25-34 years old,Ukraine,29621.0,SQLite
12434,35-44 years old,Germany,72978.0,DuckDB
12436,35-44 years old,France,60147.0,No database reported
12437,25-34 years old,France,75184.0,PostgreSQL
12438,18-24 years old,India,23927.0,Cloud Firestore
12438,18-24 years old,India,23927.0,Microsoft SQL Server
12438,18-24 years old,India,23927.0,PostgreSQL
12438,18-24 years old,India,23927.0,Redis
12438,18-24 years old,India,23927.0,Supabase
12439,35-44 years old,South Korea,58.0,MongoDB
12439,35-44 years old,South Korea,58.0,MySQL
12439,35-44 years old,South Korea,58.0,PostgreSQL
12439,35-44 years old,South Korea,58.0,Redis
12439,35-44 years old,South Korea,58.0,SQLite
12440,25-34 years old,Germany,75184.0,PostgreSQL
12441,25-34 years old,Portugal,32222.0,Microsoft SQL Server
12445,35-44 years old,France,55851.0,Elasticsearch
12445,35-44 years old,France,55851.0,MongoDB
12445,35-44 years old,France,55851.0,PostgreSQL
12445,35-44 years old,France,55851.0,Redis
12449,25-34 years old,Switzerland,138324.0,BigQuery
12449,25-34 years old,Switzerland,138324.0,Microsoft SQL Server
12450,18-24 years old,Uk,44586.0,No database reported
12451,25-34 years old,France,49407.0,Supabase
12452,25-34 years old,Portugal,133184.0,PostgreSQL
12455,35-44 years old,Sri Lanka,3951.0,MongoDB
12455,35-44 years old,Sri Lanka,3951.0,MySQL
12455,35-44 years old,Sri Lanka,3951.0,SQLite
12457,18-24 years old,Ukraine,7109.0,No database reported
12459,25-34 years old,India,29909.0,Cassandra
12459,25-34 years old,India,29909.0,Cockroachdb
12459,25-34 years old,India,29909.0,Solr
12460,25-34 years old,Italy,38666.0,Firebird
12460,25-34 years old,Italy,38666.0,Microsoft SQL Server
12460,25-34 years old,Italy,38666.0,MongoDB
12462,45-54 years old,Poland,59391.0,No database reported
12464,35-44 years old,Germany,107406.0,Databricks SQL
12464,35-44 years old,Germany,107406.0,PostgreSQL
12464,35-44 years old,Germany,107406.0,SQLite
12465,25-34 years old,Ukraine,72000.0,MongoDB
12465,25-34 years old,Ukraine,72000.0,PostgreSQL
12467,25-34 years old,France,32222.0,No database reported
12471,25-34 years old,Austria,56925.0,MongoDB
12471,25-34 years old,Austria,56925.0,PostgreSQL
12472,25-34 years old,Italy,25777.0,PostgreSQL
12473,25-34 years old,France,67666.0,No database reported
12474,25-34 years old,Germany,107406.0,No database reported
12479,18-24 years old,Sri Lanka,1317.0,DuckDB
12479,18-24 years old,Sri Lanka,1317.0,Dynamodb
12479,18-24 years old,Sri Lanka,1317.0,Firebase Realtime Database
12479,18-24 years old,Sri Lanka,1317.0,MongoDB
12479,18-24 years old,Sri Lanka,1317.0,PostgreSQL
12479,18-24 years old,Sri Lanka,1317.0,Redis
12479,18-24 years old,Sri Lanka,1317.0,Supabase
12480,25-34 years old,Ukraine,64000.0,SQLite
12483,35-44 years old,France,64444.0,No database reported
12484,35-44 years old,Norway,88912.0,No database reported
12486,25-34 years old,Spain,47259.0,Dynamodb
12486,25-34 years old,Spain,47259.0,PostgreSQL
12488,25-34 years old,India,7178.0,MariaDB
12488,25-34 years old,India,7178.0,MongoDB
12488,25-34 years old,India,7178.0,MySQL
12488,25-34 years old,India,7178.0,PostgreSQL
12488,25-34 years old,India,7178.0,Redis
12488,25-34 years old,India,7178.0,SQLite
12489,25-34 years old,India,11963.0,Couch DB
12489,25-34 years old,India,11963.0,Dynamodb
12489,25-34 years old,India,11963.0,Elasticsearch
12489,25-34 years old,India,11963.0,MongoDB
12489,25-34 years old,India,11963.0,PostgreSQL
12489,25-34 years old,India,11963.0,Redis
12490,25-34 years old,Indonesia,7213.0,MySQL
12490,25-34 years old,Indonesia,7213.0,PostgreSQL
12490,25-34 years old,Indonesia,7213.0,Redis
12491,35-44 years old,Japan,31822.0,MariaDB
12491,35-44 years old,Japan,31822.0,PostgreSQL
12491,35-44 years old,Japan,31822.0,Redis
12492,25-34 years old,France,37883.0,PostgreSQL
12492,25-34 years old,France,37883.0,Redis
12495,18-24 years old,Switzerland,105846.0,No database reported
12496,25-34 years old,France,128887.0,No database reported
12499,25-34 years old,India,25123.0,No database reported
12503,25-34 years old,Netherlands,75184.0,Microsoft SQL Server
12503,25-34 years old,Netherlands,75184.0,MongoDB
12507,25-34 years old,France,75184.0,Cosmos DB
12507,25-34 years old,France,75184.0,Dynamodb
12507,25-34 years old,France,75184.0,MariaDB
12507,25-34 years old,France,75184.0,MongoDB
12507,25-34 years old,France,75184.0,Redis
12507,25-34 years old,France,75184.0,SQLite
12509,35-44 years old,Spain,75184.0,SQLite
12510,18-24 years old,Austria,40814.0,MongoDB
12511,25-34 years old,Switzerland,83563.0,No database reported
12512,18-24 years old,Republic of Moldova,1575.0,No database reported
12514,35-44 years old,Greece,18796.0,Elasticsearch
12514,35-44 years old,Greece,18796.0,Firebase Realtime Database
12514,35-44 years old,Greece,18796.0,Oracle
12514,35-44 years old,Greece,18796.0,PostgreSQL
12517,35-44 years old,Sweden,42637.0,MySQL
12519,25-34 years old,Romania,38839.0,MongoDB
12519,25-34 years old,Romania,38839.0,PostgreSQL
12519,25-34 years old,Romania,38839.0,Solr
12521,25-34 years old,Nigeria,10.0,Firebase Realtime Database
12524,25-34 years old,Estonia,69277.0,No database reported
12527,35-44 years old,Germany,75184.0,Elasticsearch
12527,35-44 years old,Germany,75184.0,MySQL
12527,35-44 years old,Germany,75184.0,PostgreSQL
12529,18-24 years old,Germany,48333.0,PostgreSQL
12529,18-24 years old,Germany,48333.0,Redis
12530,25-34 years old,Italy,32222.0,PostgreSQL
12532,25-34 years old,Ukraine,1234.0,No database reported
12534,45-54 years old,France,75184.0,PostgreSQL
12534,45-54 years old,France,75184.0,SQLite
12537,35-44 years old,Germany,54133.0,PostgreSQL
12538,18-24 years old,Spain,23629.0,No database reported
12543,18-24 years old,Ukraine,7405.0,No database reported
12544,25-34 years old,USA,145000.0,No database reported
12545,45-54 years old,Switzerland,122559.0,Microsoft SQL Server
12545,45-54 years old,Switzerland,122559.0,SQLite
12547,25-34 years old,Spain,26852.0,IBM DB2
12547,25-34 years old,Spain,26852.0,MySQL
12547,25-34 years old,Spain,26852.0,PostgreSQL
12547,25-34 years old,Spain,26852.0,SQLite
12548,35-44 years old,Ukraine,64178.0,Dynamodb
12548,35-44 years old,Ukraine,64178.0,MongoDB
12548,35-44 years old,Ukraine,64178.0,Redis
12550,18-24 years old,Rwanda,7500.0,Cloud Firestore
12550,18-24 years old,Rwanda,7500.0,Cockroachdb
12550,18-24 years old,Rwanda,7500.0,Dynamodb
12550,18-24 years old,Rwanda,7500.0,Elasticsearch
12550,18-24 years old,Rwanda,7500.0,Firebase Realtime Database
12550,18-24 years old,Rwanda,7500.0,H2
12550,18-24 years old,Rwanda,7500.0,MongoDB
12550,18-24 years old,Rwanda,7500.0,MySQL
12550,18-24 years old,Rwanda,7500.0,Neo4J
12550,18-24 years old,Rwanda,7500.0,PostgreSQL
12550,18-24 years old,Rwanda,7500.0,Redis
12550,18-24 years old,Rwanda,7500.0,Supabase
12552,55-64 years old,USA,110000.0,Elasticsearch
12552,55-64 years old,USA,110000.0,MongoDB
12552,55-64 years old,USA,110000.0,Redis
12554,25-34 years old,Ukraine,34557.0,Databricks SQL
12554,25-34 years old,Ukraine,34557.0,Dynamodb
12554,25-34 years old,Ukraine,34557.0,PostgreSQL
12554,25-34 years old,Ukraine,34557.0,SQLite
12555,18-24 years old,Ukraine,12342.0,No database reported
12556,25-34 years old,Germany,118147.0,No database reported
12557,45-54 years old,Croatia,34370.0,Microsoft SQL Server
12557,45-54 years old,Croatia,34370.0,PostgreSQL
12558,18-24 years old,Romania,21577.0,Dynamodb
12558,18-24 years old,Romania,21577.0,MySQL
12558,18-24 years old,Romania,21577.0,PostgreSQL
12559,35-44 years old,Austria,78971.0,No database reported
12560,25-34 years old,Uk,95541.0,No database reported
12561,35-44 years old,Portugal,69814.0,BigQuery
12561,35-44 years old,Portugal,69814.0,Cassandra
12561,35-44 years old,Portugal,69814.0,Dynamodb
12561,35-44 years old,Portugal,69814.0,Elasticsearch
12561,35-44 years old,Portugal,69814.0,Firebase Realtime Database
12561,35-44 years old,Portugal,69814.0,MariaDB
12561,35-44 years old,Portugal,69814.0,MongoDB
12561,35-44 years old,Portugal,69814.0,MySQL
12561,35-44 years old,Portugal,69814.0,Oracle
12561,35-44 years old,Portugal,69814.0,PostgreSQL
12561,35-44 years old,Portugal,69814.0,Redis
12562,45-54 years old,Germany,95592.0,MongoDB
12562,45-54 years old,Germany,95592.0,PostgreSQL
12563,25-34 years old,Uzbekistan,186.0,SQLite
12565,25-34 years old,Slovakia,53703.0,Couch DB
12565,25-34 years old,Slovakia,53703.0,Redis
12566,25-34 years old,Uk,113375.0,Microsoft SQL Server
12566,25-34 years old,Uk,113375.0,SQLite
